"x","y"
5746,8762
3589,4493
3948,7454
7902,4218
8261,7041
7543,2634
4787,5595
9459,2634
7782,8693
7902,4080
7183,3529
3589,3254
4428,7316
6704,8624
5506,3529
10418,3047
4428,6490
5266,4493
6584,8280
5266,2290
8980,9519
7423,4080
5985,7109
8142,7798
5746,5044
8621,8900
6225,5457
8261,4011
7303,6627
5746,2427
9819,4768
8621,8487
9340,5044
3829,4493
5626,4837
4068,3667
3230,2496
7902,7385
8142,9175
7543,10070
7902,5044
5266,8349
7543,4975
7662,5457
4667,6352
8022,4837
9460,8555
4667,4700
9579,2841
4188,8969
8142,2703
4907,6903
7543,8418
8980,6627
4308,6834
9100,10001
7902,4493
5985,1877
5506,5595
4907,7729
3230,4424
10298,3942
7303,3047
5386,3460
5746,10277
6824,5664
9340,7385
10059,2703
6225,4493
8261,3460
7423,6559
10418,2772
9220,1808
4068,3254
7303,2772
4547,7798
4548,8349
6584,6077
4547,7247
3469,3047
3349,4080
7782,7867
9939,2634
5027,5044
4667,3323
9819,4906
5865,8005
8501,6490
6584,2496
8860,5319
5985,3667
9340,3667
6225,5870
5865,4837
5985,9313
9699,5113
4667,3047
8022,4424
10538,2978
3829,4631
9340,7936
6944,3667
6704,5319
7303,3185
3349,2014
7782,8005
9459,2772
3349,2565
8022,7867
3230,4562
6584,5526
4308,2290
6944,9864
4907,2083
5985,8349
6345,8831
8621,6972
10538,3804
9460,9519
6944,8624
10298,2978
6704,2978
4667,8280
10178,4700
8142,8487
3589,5457
8261,7178
4068,7385
6944,6559
8621,2014
4667,6077
8022,7729
7423,7385
4787,9588
3829,6008
9579,3667
4667,5113
5386,9657
8980,9932
5865,2359
4548,9450
3110,2565
4547,7385
3469,3323
7543,4837
4188,4837
7662,9313
10178,3047
9579,4355
5266,4080
7183,10001
7782,5113
3948,5801
5506,6421
3230,2083
5626,4424
5985,4906
3948,4700
5027,7385
6225,4906
7303,7867
7782,9657
8142,1877
7782,4286
5985,6696
8861,10001
6464,9037
7183,3391
10059,3667
5746,8900
5626,9932
5147,9519
6225,2978
8501,8831
7782,4011
4308,2978
4907,7316
5985,6008
5386,10070
9100,6008
5985,2978
5027,2703
10658,2634
8261,9932
4787,5182
4787,7798
6584,2083
4428,7454
8621,5595
10178,2772
7662,1877
5147,8555
8741,1808
3709,5801
3349,2703
7902,8624
3230,4149
7543,5801
6105,8280
8261,8280
5746,5182
4068,4493
10418,4286
5386,3047
9699,3460
5386,4424
5506,4218
5027,10001
8142,6421
5626,7591
6704,3942
8741,4286
6225,3804
7902,9175
7782,2359
6584,7178
9340,9588
6944,2290
7303,8968
5985,10277
7423,6145
3829,4355
3829,3116
9340,5457
4547,2978
7902,2703
6345,3460
8381,4218
4308,5044
6824,1808
7782,8831
9939,7454
8741,3185
3948,1808
10178,3322
10777,3254
3469,4562
7543,8831
9819,3529
5266,4218
6105,2359
3230,2634
6464,2841
5626,3185
7183,1877
9100,9037
7543,5388
10658,1808
3589,3391
6824,2772
7423,6421
8860,1877
4188,3047
3469,2496
5506,2978
8381,9175
8022,3322
7063,9244
8142,10277
5985,8487
6105,2909
5865,6765
6944,10001
4907,3323
8261,6077
8022,2359
6944,9726
6704,2014
6225,2152
7662,4631
5386,3322
5146,3047
6944,5870
10418,2496
9100,8349
7183,3942
4787,9313
7423,10277
4428,3736
8501,5388
5746,9175
7183,2290
3469,5113
5386,6765
9939,2909
5865,7454
6105,3736
6105,9382
8261,4424
5506,6834
8741,8142
8741,8693
7902,3391
9699,2496
5865,9795
4428,8831
7303,4011
3948,7591
6345,3047
6584,6214
7782,9382
7423,7660
4068,7936
7662,3804
3469,3736
9100,9726
4787,4906
5865,7591
7662,2290
8142,7109
8142,4631
8741,2221
8980,5113
5985,9175
8980,3185
5027,6283
9699,6214
8980,7867
3589,3942
4907,8555
4787,8211
8741,9932
5506,3804
9579,2427
6105,2083
8980,8142
4068,8073
8381,5595
6464,7385
5386,2221
9939,4149
9579,3391
7782,3322
5626,4011
7902,5732
5985,7385
3829,1739
6944,5732
10059,3804
5746,2152
5386,2496
4667,4975
6225,9313
5027,4493
8621,6283
5985,4355
6345,3185
5027,6146
5865,9382
5865,5801
9939,2083
10059,5044
8501,8005
8860,4768
10059,2565
9819,5732
6704,2565
8142,9037
10178,4837
8501,4975
4547,8073
8501,1945
6464,3804
7543,8142
7423,4906
10178,2909
7183,2565
10178,2083
9459,2496
5506,3942
8980,3047
8980,2909
9100,5457
10298,3529
6704,8073
7063,8005
5865,4424
7303,2359
10538,3391
7543,2221
4308,7660
10777,2703
5506,9037
6704,5732
5027,6559
6944,2014
9220,7591
8261,8693
6584,9519
4308,3254
4907,9657
3230,3047
5027,6421
6105,6903
9220,5664
6944,3942
8142,3529
4787,7385
5985,7936
6704,9588
6345,4837
9459,2221
9460,7591
6105,4975
9460,4286
7063,3185
4188,8142
8501,2359
8261,5801
8381,6559
10538,3254
4787,4080
4308,3804
4907,4562
4667,3460
6225,7523
9699,3736
6225,8349
4548,9313
7782,8555
4907,9519
9579,7660
6345,6077
4787,5457
6225,2703
7423,2152
10418,2083
4428,7041
8621,5044
9340,7660
9579,2290
4428,2909
5746,1877
6225,7247
10298,4631
6105,9932
8501,8693
6704,6559
6464,3391
6944,9588
9220,8142
4428,2359
8621,7109
7782,2909
8261,3185
7543,5250
6704,8211
4907,7041
5147,9657
8980,9657
4787,5044
6105,4837
6225,8487
3230,4011
3829,3667
6105,5664
4068,4631
5506,4080
7303,8280
4547,4768
8621,4493
9460,5113
6584,3598
3709,4424
9460,8693
9100,9588
5266,7385
8501,4837
3709,1945
7183,4631
6584,1945
8022,5664
6225,6145
5147,3873
3829,2703
8741,7041
9939,3047
7782,6077
8022,8968
5386,8005
5746,5595
9579,4906
4907,9244
6704,8762
8621,7936
7063,9106
10059,2152
9939,2359
7183,8762
6944,6008
7423,7798
3829,2565
4308,5595
5386,5388
3230,2772
6464,5319
5386,7454
8261,9382
6704,7247
4188,7867
4667,7041
8501,10208
9100,5044
5746,3116
6584,4011
7423,4218
3589,3667
5147,8280
4428,8280
6225,3254
9460,3598
9939,3460
9699,4975
3230,1945
9579,7523
5386,5250
5146,2496
7183,5044
3589,2290
3948,2909
9340,6834
9100,3254
5626,8142
8022,3047
8261,6765
6464,10139
6345,5388
9100,5319
6345,6627
6225,3667
6704,6834
8980,3460
7303,9795
7183,8487
9460,4424
9340,9175
4907,4286
8741,3873
5386,9519
7423,9175
8621,7523
9939,4700
9340,5732
7303,2909
8381,6834
6824,6627
9340,4631
4068,2427
4667,8969
9220,6077
5626,4286
5746,4906
8980,9795
8142,4355
5865,4011
6824,5801
8860,3942
4667,7316
5985,3942
5147,8005
8501,8555
7543,4011
6824,6490
4907,3873
4787,8762
4068,3391
8501,4286
8381,8487
9699,2359
5266,7798
6105,3185
9819,2840
5746,5457
7902,3254
5027,7936
8741,4424
5266,3254
4787,5870
5506,8624
6584,6627
5626,6077
8621,9588
4308,8487
7183,10139
7662,7798
10059,4493
5865,8693
8501,6352
9100,7109
5985,6283
5626,4149
7902,6145
4667,6214
4667,8418
10298,2290
8980,1808
8980,4149
9819,3667
7902,7936
8501,9657
5746,6283
10178,3460
9100,5595
8022,8693
5147,6077
6944,2703
7782,5801
9939,5939
5865,7178
9220,4286
9100,7385
8980,6214
9100,6696
6345,3322
6704,1877
3469,3598
4428,8142
7543,3322
8741,6903
4188,5801
7662,9450
7662,3116
10538,2152
6704,4218
3829,5595
3349,2841
10658,3185
8980,4975
8142,9588
4308,9037
8142,2014
10178,3736
5027,5595
4308,8349
8741,2359
8741,5939
5266,9864
8860,3391
6464,7109
3709,4975
8261,3322
8741,2772
9939,4286
4188,8693
4428,9106
6704,2703
9460,7729
7303,6214
5386,6352
4428,1945
8381,2978
10059,3116
5386,5801
7063,8418
8980,4286
8022,5526
7183,5182
4188,8831
7662,9726
5266,8487
7423,9588
3349,3254
5266,10139
5386,2634
10059,3529
8861,9175
7543,6765
5027,9588
3349,4906
8022,6352
8861,8487
6345,5801
5386,1945
5506,9864
9220,3460
9100,7936
5266,3116
7423,3942
7423,9726
7902,6696
5027,5182
7543,7591
7662,2427
7423,5319
7303,3322
5985,7660
3948,3047
6824,8142
8022,5388
6105,7316
5985,9588
6824,3598
6704,6972
7902,2290
8741,9382
6584,7591
5027,8211
4308,2565
9340,2841
6584,10070
7063,7591
6225,5044
8261,4700
9819,4493
3948,3736
4308,7247
6584,6352
8142,7660
7303,5526
4188,5388
4188,3873
9579,2978
4547,2152
5266,4631
3469,4837
4787,2152
4188,6903
9100,2565
5386,8555
8860,7247
9579,3804
8861,9726
6704,2290
3110,3391
8621,6834
10059,2978
8022,2772
3829,4080
5865,5664
8261,4975
7543,9106
6225,4631
7063,3460
7662,4768
9460,3873
6225,7936
6704,3254
6944,5319
8860,5457
4068,5044
7543,6077
4188,8005
6105,7041
3709,3460
4308,6146
7662,6559
7543,7316
6464,7523
6824,5939
8022,6077
8741,8005
7303,9932
5386,2772
5386,4286
8980,4562
8381,2014
6345,7867
8741,2909
4787,9037
6944,5044
8741,5113
4907,3185
5985,8624
8261,5250
5746,2978
4547,3667
3709,3047
5506,3116
5147,5113
3110,2703
6704,5182
9579,7385
4188,4975
8381,6421
8621,6145
6464,2152
9100,6972
3829,5870
7303,9382
5266,7523
5506,2565
9699,6077
8621,3529
3230,4286
9340,6283
8860,5732
5626,5664
8142,2978
3230,1808
5027,3942
9460,5664
7782,5526
5985,7798
6225,4768
5865,4700
6584,7867
7063,9657
8741,4011
4667,4424
6584,5939
4068,2703
9100,6283
6345,1945
6704,7109
5626,6214
7183,5319
4907,3598
6824,8418
4547,6834
3948,5250
8261,9519
5147,6490
10538,4080
3829,3254
6824,4700
7782,9106
6824,2083
6584,7454
6105,3047
4068,2152
9340,6421
7782,4975
10178,2634
8501,8968
5266,4768
8022,2909
6105,9244
5626,3047
9699,2634
7543,9244
10418,1808
6345,5113
6105,1945
9460,6627
7782,6352
8261,8418
10178,3873
9220,1945
8022,5250
6105,4011
8860,5044
5147,8418
6704,10139
4907,3736
10298,3667
4308,5182
4787,4493
7423,2978
9460,6903
6105,8831
4787,9175
8261,2221
4907,8142
8621,6696
7063,7041
4787,2565
9579,4218
9579,8624
5266,1877
4907,5388
7902,5457
4907,1945
9460,9657
6105,4286
6824,3460
10178,4286
5626,4562
5147,6627
6944,6834
4787,9864
7782,6490
8501,7041
6584,9932
9220,3598
7902,7660
7662,8900
7423,7936
8860,3116
9699,4837
5027,7247
3349,3804
10059,4631
4787,3667
6345,9382
8142,3116
9100,8900
5746,3391
9340,4355
4787,7660
9100,3667
9579,6145
3709,3323
7662,9588
7303,2496
3349,4493
8980,5939
9939,3598
8381,9864
7423,4493
9100,6421
8261,4837
7063,5526
5027,2152
9100,7247
6824,7591
7662,2841
9699,2083
3349,4355
6225,7660
6464,10277
6944,4631
9939,5388
6345,10208
7303,5664
6225,10001
9699,4562
6225,7109
4907,2772
5626,8418
8980,4011
5147,5388
10777,2290
4907,5664
5865,10070
6225,6559
4787,8073
7543,3736
4787,4768
5865,5113
7543,8280
8860,3254
9939,2772
6464,2427
3948,2496
4907,6214
6105,6490
7782,1945
7543,9657
8980,5388
3829,2152
6824,6352
5865,4149
8381,3804
9579,7109
4308,2703
8501,2496
4667,2221
5985,5457
3589,5044
9939,5526
6704,6696
3829,3529
7662,2978
6464,4493
3948,3598
8142,7936
6464,4218
4547,6146
4547,3116
6464,6421
9100,3391
9460,7041
7303,7178
8381,6145
9819,1877
7183,9588
9459,2909
5746,4355
6464,1877
7063,2634
7063,8831
6704,3529
6704,9313
6824,4011
4428,4424
9579,4631
5266,10001
9340,2978
7063,9382
8501,2221
3469,1945
8261,8005
5626,2221
10178,4424
8142,4218
9220,8831
9460,6214
7543,9932
6225,8624
7662,7385
4308,2427
5985,5732
6105,4424
5746,9313
7902,2565
5746,4080
8261,10208
8621,7247
8261,9657
6105,2496
5985,5595
3469,4424
7423,8624
5147,7729
9579,8073
4907,8969
4907,2496
7543,1808
6464,2978
5506,9175
4667,8831
7063,2221
4548,8624
6944,4218
10777,2152
8621,8073
8142,9726
10059,3942
4068,7660
4188,7729
7902,4768
5386,9106
8142,2427
5985,9864
4188,4149
7423,3254
8980,2221
7902,5870
10298,2840
7423,4355
3948,4286
4787,6972
8022,2634
9699,6627
5746,4631
8980,3598
6464,5732
6704,9864
5746,2703
5865,4286
6464,5595
9939,5250
10059,4355
6225,9450
9699,7178
3948,4424
5027,7798
8741,10208
4428,3598
10658,2909
6464,8073
8741,8280
8142,6696
3469,4975
3589,2565
9220,2221
8022,8418
6824,7178
9460,7316
5266,5732
5985,8900
8621,3804
7303,5250
3110,2427
5506,8900
5985,9037
5985,4768
5746,5870
5985,6834
8501,3460
6345,8418
5027,8073
6464,6008
7303,9106
9699,5664
8381,7247
5626,6352
6704,4768
6944,10139
4907,8005
8381,7660
7662,4493
8142,3804
7063,6903
8621,3391
6105,4149
3709,4837
5266,9726
8142,5044
3948,8005
3829,1877
7183,4906
5626,8555
9220,4424
8022,5801
5386,10208
6225,4355
5746,8073
5266,2427
8381,10277
4308,3116
8501,7591
4787,2427
5626,7041
4068,4768
8980,8693
6345,2496
6704,6283
7543,8005
10418,1945
6584,8693
8261,8142
6225,9864
9460,3185
7782,4562
8022,7316
6225,6008
3589,4080
7782,7591
8022,6903
3948,3185
3589,2152
7902,3942
8980,5526
8381,10139
9819,5319
6704,9037
6584,9244
8261,3736
4547,2427
6464,8349
4188,7316
4428,5526
4667,4286
4667,5526
9220,5250
6345,9795
9939,1808
8621,3116
3829,2014
6345,5939
6464,6559
8261,5388
7662,6696
5266,5870
5266,3667
8022,5939
10298,3804
8741,2496
7063,4149
6225,8073
6584,7316
5865,9244
5746,7660
5027,6834
9819,2565
4188,4011
5266,8211
5506,8073
10658,3322
8741,8555
3948,7729
4308,2152
7423,4768
8621,2978
4547,2565
8741,9106
5386,7178
5506,2014
7183,9175
7662,6145
8501,3598
4787,1877
7423,9864
8741,10070
9699,4700
9220,4149
8381,10001
4308,4355
7543,2083
6704,6145
8381,8624
4667,7178
9579,6283
6345,9519
5386,6903
8980,9382
3230,1670
3829,5182
9699,9244
5626,7178
9340,3942
7662,2703
6584,8005
5985,4631
6225,2841
5746,7798
3829,3804
8741,7316
5266,7247
8022,3873
6464,5182
9579,5732
6944,6283
5147,6352
8142,10001
5626,4700
7662,8624
5626,3736
5746,9726
4787,9726
5985,3116
8980,3736
9340,6972
8621,4631
8621,9313
5865,2083
6704,7523
7662,2014
5985,3391
6584,5250
8501,7454
7183,5595
3589,2841
9579,6421
5386,4700
7902,10277
5266,6283
3349,2290
9220,7178
5266,3804
9220,4562
5506,4355
8621,3942
5266,7936
3948,4149
4667,6490
7423,6972
8741,5801
6225,4080
9220,3736
9220,6765
9100,7523
4907,1808
8381,2841
8381,5182
5386,5664
5386,5939
9699,7454
5985,5044
5506,6696
4068,2014
10538,3116
9340,1877
7183,4493
6584,7729
8142,2841
9939,4837
7303,1808
8501,5664
9340,2014
9819,2014
6584,5113
6105,2634
5506,1877
5865,7316
6944,2152
3589,2014
4907,5526
5626,9795
7423,4631
6704,4080
3230,3460
4428,5250
7303,4975
8860,7109
9460,3322
7543,1945
8381,5044
4547,7660
5506,6283
5266,5044
3230,3323
5985,4218
4907,3460
8142,2565
5746,4768
9340,5319
4188,2496
10059,2290
4548,8900
9100,9313
7063,5388
5147,9244
8022,4975
3829,2841
6704,8900
9460,9382
8381,3391
6345,5250
4667,9657
6105,2772
5027,8762
9460,9244
7662,10001
7902,6421
7902,5182
5626,6490
5626,9382
5506,5182
7902,8762
7303,5801
10298,3254
3110,2152
4308,8211
5386,7316
8261,5113
7423,2841
7423,10139
9100,8487
7782,3873
5147,7041
9340,6008
7183,4080
3469,4011
5985,6972
9579,4768
3469,4700
4787,2978
6584,4700
8142,7385
6824,9932
10658,3736
9819,6008
9939,4975
7423,10001
6944,3804
5506,10001
7183,7523
4907,4011
10658,2496
4787,3116
6225,2014
6225,8762
4428,2221
5506,2427
9100,4218
4667,9519
4547,6559
7063,8555
5506,7798
8861,8762
8261,9106
10298,2703
9460,4700
4308,5870
6345,7178
4667,4011
6704,9726
5266,8624
7543,4562
5865,5939
5985,7247
4068,5457
7063,6490
6824,6214
4787,5319
5865,3460
4667,8555
5506,7109
3589,3804
4428,2634
9100,6145
7662,3667
7543,6352
6225,6283
9340,4080
5266,7660
7423,7109
9100,6834
9340,4218
10298,3116
3230,2359
3948,5526
8142,8211
3948,3873
9220,7867
8501,3047
10059,2840
7063,6077
7782,3047
6105,7867
3948,3323
7303,4149
7782,9795
8261,2772
9340,8624
6225,6834
4308,3667
5147,3736
5027,2427
10777,3116
5027,5732
9220,8280
4667,5801
5985,6146
5266,2703
9340,5182
9220,9657
9939,4562
6584,8831
5506,6559
8501,7178
5386,2083
8022,7591
4907,5113
3709,2634
7902,7798
8022,1945
9459,1945
5027,2014
4188,1945
9819,2703
7902,9864
8381,4493
6225,6696
5386,4011
6345,1808
8621,6008
7063,5801
5985,2152
5147,9932
4907,9106
7063,6765
5985,2427
9460,7867
6345,4424
9340,8762
7543,7729
8741,6077
8621,2427
4548,9175
7063,4562
10298,4218
6105,9519
6824,9244
4428,7591
5147,8693
4068,8624
7423,2014
9220,6627
6225,7798
5147,10070
5386,9382
9340,6696
7063,4975
9819,4355
5506,3254
6464,6834
4547,2290
7782,5388
9340,3391
7183,8211
6944,5457
8980,7316
