"x","y"
5918,5266
3882,5334
4121,5334
4361,5334
4600,5334
4840,5334
5079,5334
5319,5334
5559,5334
5798,5334
6038,5334
3762,5403
4002,5403
4241,5403
4481,5403
4720,5403
4960,5403
5199,5403
5439,5403
5678,5403
5918,5403
3642,5472
3882,5472
4121,5472
4361,5472
4600,5472
4840,5472
5079,5472
5319,5472
5558,5472
5798,5472
3762,5541
4002,5541
4241,5541
4481,5541
4720,5541
4960,5541
5199,5541
5439,5541
5678,5541
5918,5541
3642,5610
3882,5610
4121,5610
4361,5610
4600,5610
4840,5610
5079,5610
5319,5610
5558,5610
5798,5610
3762,5678
4002,5678
4241,5678
4481,5678
4720,5678
4960,5678
5199,5679
5439,5679
5678,5679
5918,5679
3642,5747
3882,5747
4121,5747
4361,5747
4600,5747
4840,5747
5079,5747
5319,5747
5558,5747
5798,5747
3523,5816
3762,5816
4002,5816
4241,5816
4481,5816
4720,5816
4960,5816
5199,5816
5439,5816
5678,5816
5918,5816
3642,5885
3882,5885
4121,5885
4361,5885
4600,5885
4840,5885
5079,5885
5319,5885
5558,5885
5798,5885
6038,5885
3523,5954
3762,5954
4002,5954
4241,5954
4481,5954
4720,5954
4960,5954
5199,5954
5439,5954
5678,5954
5918,5954
3642,6023
3882,6023
4121,6023
4361,6023
4600,6023
4840,6023
5079,6023
5319,6023
5558,6023
5798,6023
6037,6023
3523,6091
3762,6091
4002,6091
4241,6091
4481,6091
4720,6091
4960,6091
5199,6091
5439,6091
5678,6091
5918,6091
3642,6160
3882,6160
4121,6160
4361,6160
4600,6160
4840,6160
5079,6160
5319,6160
5558,6160
5798,6160
6037,6160
3523,6229
3762,6229
4002,6229
4241,6229
4481,6229
4720,6229
4960,6229
5199,6229
5439,6229
5678,6229
5918,6229
3403,6298
3642,6298
3882,6298
4121,6298
4361,6298
4600,6298
4840,6298
5079,6298
5319,6298
5558,6298
5798,6298
6037,6298
3523,6367
3762,6367
4002,6367
4241,6367
4481,6367
4720,6367
4960,6367
5199,6367
5439,6367
5678,6367
5918,6367
3403,6436
3642,6436
3882,6436
4121,6436
4361,6436
4600,6436
4840,6436
5079,6436
5319,6436
5558,6436
5798,6436
6037,6436
3523,6504
3762,6504
4002,6504
4241,6504
4481,6504
4720,6504
4960,6504
5199,6504
5439,6504
5678,6504
5918,6504
3403,6573
3642,6573
3882,6573
4121,6573
4361,6573
4600,6573
4840,6573
5079,6573
5319,6573
5558,6573
5798,6573
6037,6573
3283,6642
3523,6642
3762,6642
4002,6642
4241,6642
4481,6642
4720,6642
4960,6642
5199,6642
5439,6642
5678,6642
5918,6642
3403,6711
3642,6711
3882,6711
4121,6711
4361,6711
4600,6711
4840,6711
5079,6711
5319,6711
5558,6711
5798,6711
6037,6711
3283,6780
3523,6780
3762,6780
4002,6780
4241,6780
4481,6780
4720,6780
4960,6780
5199,6780
5439,6780
5678,6780
5918,6780
3403,6848
3642,6848
3882,6848
4121,6848
4361,6848
4600,6848
4840,6849
5079,6849
5319,6849
5558,6849
5798,6849
6037,6849
3283,6917
3523,6917
3762,6917
4002,6917
4241,6917
4481,6917
4720,6917
